customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C100605,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,75.91,227.47,0
C100606,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,71.17,2717.74,0
C100607,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.09,14.76,1
C100608,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,57.85,3201.25,0
C100609,Female,1,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card,84.99,4252.48,1
C100610,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,,730.55,0
C100611,Male,0,No,Yes,30,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,62.85,1789.43,1
C100612,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,94.82,5893.0,1
C100613,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,65.63,44.08,0
C100614,Female,1,Yes,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,71.24,390.91,0
C100615,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,39.39,41.24,1
C100616,Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.44,4860.42,1
C100617,Male,1,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.17,88.76,0
C100618,Male,1,Yes,No,47,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Credit card,43.44,2012.19,0
C100619,Male,0,Yes,No,5,Yes,Yes,DSL,,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.05,288.5,0
C100620,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,31.91,863.32,0
C100621,Male,1,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.37,181.58,1
C100622,Male,0,Yes,No,62,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.16,3137.21,0
C100623,Male,0,No,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,71.34,2439.55,0
C100624,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.68,1883.05,0
C100625,Male,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,58.76,918.33,1
C100626,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,65.7,10.23,1
C100627,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,86.8,2889.96,1
C100628,Female,1,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,80.81,3408.13,0
C100629,Male,1,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card,62.93,19.57,1
C100630,Female,0,Yes,No,59,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,76.09,3816.24,1
C100631,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer,76.72,2044.69,0
C100632,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.32,1114.58,0
C100633,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,80.05,4704.39,0
C100634,Male,0,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,79.96,4179.33,1
C100635,Female,0,Yes,No,41,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.38,2515.11,0
C100636,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card,89.59,743.65,0
C100637,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.25,2261.53,1
C100638,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,61.09,204.25,0
C100639,Female,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.3,3943.99,0
C100640,Female,0,No,Yes,39,Yes,Yes,Fiber optic,,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.26,3138.62,0
C100641,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer,74.64,361.97,0
C100642,Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.41,2631.06,0
C100643,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,76.72,2168.38,0
C100644,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card,99.13,620.93,1
C100645,Male,0,No,No,12,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,49.18,541.07,1
C100646,Male,1,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,85.05,4799.6,1
C100647,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,76.31,1889.35,0
C100648,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.92,5002.14,0
C100649,Female,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,67.3,1948.97,0
C100650,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,65.03,76.32,0
C100651,Female,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,35.06,599.63,0
C100652,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,79.46,1404.04,1
C100653,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,82.05,329.86,0
C100654,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,69.83,4292.71,1
C100655,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,77.66,1124.0,0
C100656,Female,1,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,66.76,2246.95,0
C100657,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,76.24,1453.58,0
C100658,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,43.16,1923.88,0
C100659,Male,1,Yes,No,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.93,3282.78,1
C100660,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.74,3245.18,0
C100661,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,74.87,1655.48,0
C100662,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.92,2167.95,0
C100663,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.5,2838.97,0
C100664,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,,0.0,1
C100665,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,62.37,2988.2,0
C100666,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.32,859.28,1
C100667,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.15,1624.14,0
C100668,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,63.47,737.76,0
C100669,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.78,865.34,0
C100670,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,58.99,1516.75,0
C100671,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,81.92,6.17,1
C100672,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,76.64,918.89,0
C100673,Male,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,77.13,933.92,0
C100674,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.84,0.0,1
C100675,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.47,952.31,0
C100676,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,67.53,3549.4,0
C100677,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,74.23,3716.89,0
C100678,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.53,440.06,0
C100679,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,86.37,316.97,1
C100680,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.33,6390.31,0
C100681,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.91,2243.48,0
C100682,Female,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,60.68,3419.93,0
C100683,Female,1,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.75,288.09,1
C100684,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.79,3747.76,0
C100685,Female,1,No,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,69.51,13.31,0
C100686,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.22,179.75,1
C100687,Female,0,Yes,No,64,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,78.71,4955.41,0
C100688,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,90.31,3505.1,0
C100689,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.6,1494.77,0
C100690,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,88.77,242.76,0
C100691,Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.88,2574.94,0
C100692,Female,0,Yes,Yes,68,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.81,4189.44,1
C100693,Female,1,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,83.85,1399.44,1
C100694,Male,0,No,No,35,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,47.64,1451.32,1
C100695,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.87,,1
C100696,Female,1,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,63.05,237.06,1
C100697,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.08,215.2,1
C100698,Male,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,67.83,3847.67,0
C100699,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,44.8,836.58,0
C100700,Female,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,74.0,3358.31,1
C100701,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,83.97,4910.16,0
C100702,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,66.75,3940.7,0
C100703,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,89.33,3060.71,0
C100704,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,76.1,1323.88,1
C100705,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,97.61,251.13,0
C100706,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,85.13,4536.03,1
C100707,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,85.23,2865.74,0
C100708,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.87,107.7,1
C100709,Male,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card,76.8,443.61,0
C100710,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,80.85,4100.14,1
C100711,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,75.26,2388.48,0
C100712,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,84.48,74.34,1
C100713,Female,0,No,No,3,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,71.44,226.15,1
C100714,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,82.12,0.0,1
C100715,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer,84.81,282.11,0
C100716,Female,1,Yes,No,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,59.65,,0
C100717,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,28.52,2171.06,0
C100718,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,31.12,732.42,0
C100719,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,61.09,98.34,0
C100720,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.93,1057.82,1
C100721,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.59,,0
C100722,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.31,1536.22,0
C100723,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,83.97,3764.0,0
C100724,,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.61,474.57,0
C100725,Male,0,Yes,Yes,17,Yes,,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,58.22,770.62,0
C100726,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,67.73,81.69,1
C100727,Male,1,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,73.13,76.11,0
C100728,Male,1,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.6,906.71,0
C100729,Female,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,65.51,4257.8,0
C100730,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,77.56,1475.97,0
C100731,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,81.46,83.74,1
C100732,Female,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,23.18,758.61,1
C100733,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,81.14,0.0,0
C100734,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,95.24,0.0,0
C100735,Female,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,65.32,1152.28,0
C100736,Female,1,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,90.79,1494.8,0
C100737,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.39,2348.44,1
C100738,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.38,1035.23,0
C100739,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,84.4,383.11,1
C100740,Female,0,Yes,Yes,3,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.5,,1
C100741,Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,84.23,203.5,1
C100742,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,81.1,4042.14,0
C100743,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.96,3.08,1
C100744,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,66.14,165.1,0
C100745,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.96,502.95,1
C100746,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,87.5,3369.14,0
C100747,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,74.49,452.39,0
C100748,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.58,229.37,1
C100749,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.39,1344.27,1
C100750,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card,68.3,1415.2,0
C100751,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,30.4,71.71,0
C100752,Male,0,Yes,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,50.62,886.79,0
C100753,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,92.42,84.21,0
C100754,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,67.36,2772.16,1
C100755,Male,0,No,Yes,63,Yes,,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,80.01,4780.35,0
C100756,Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,67.97,36.97,1
C100757,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,74.05,4186.81,1
C100758,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,82.45,3424.29,1
C100759,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,,1727.27,0
C100760,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.75,805.22,0
C100761,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card,72.8,3942.6,1
C100762,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,83.79,61.39,1
C100763,Female,1,No,No,5,Yes,No,DSL,,No,No,No,Yes,Yes,One year,Yes,Bank transfer,69.66,235.61,0
C100764,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,60.38,457.48,0
C100765,Female,1,Yes,No,57,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card,60.16,3699.37,0
C100766,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,83.4,6399.33,0
C100767,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card,74.87,2019.48,0
C100768,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.07,2716.59,0
C100769,Male,0,Yes,No,43,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,33.51,1315.59,0
C100770,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.37,2365.54,0
C100771,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,64.75,1647.58,0
C100772,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,97.17,1835.07,1
C100773,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer,75.68,1239.94,0
C100774,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,78.34,1614.01,1
C100775,Female,1,No,No,44,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,70.42,3041.64,0
C100776,Male,0,No,No,54,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.23,3558.58,0
C100777,Male,0,No,No,2,Yes,,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.89,181.31,1
C100778,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.88,3941.71,0
C100779,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,67.13,3764.19,0
C100780,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,78.57,3097.63,1
C100781,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,77.22,49.2,1
C100782,Male,0,No,No,29,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,67.0,1656.8,0
C100783,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,80.91,3501.23,0
C100784,Male,0,Yes,Yes,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.55,1129.76,0
C100785,Female,1,Yes,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,73.68,405.21,1
C100786,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,68.25,1225.49,0
C100787,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,64.11,109.34,0
C100788,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,66.4,16.16,0
C100789,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,73.38,641.62,1
C100790,Male,0,Yes,No,18,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.49,1223.95,0
C100791,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.2,1984.83,0
C100792,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,74.39,476.19,1
C100793,Female,0,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,73.95,1514.84,0
C100794,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.89,2936.97,0
C100795,Male,1,No,No,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,71.79,2014.35,1
