customerID,age,gender,income,loan_amount,loan_term,credit_score,employment_status,marital_status,default
C100692,65,Female,44120.21,6422.48,226,700.1,Employed,Divorced,Yes
C100693,66,Female,56272.35,16895.46,168,692.0,Self-employed,Married,Yes
C100694,25,Female,26292.56,11570.36,120,693.8,Self-employed,Married,Yes
C100695,33,Male,68097.45,29409.22,168,696.3,Unemployed,Single,Yes
C100696,55,Female,26068.63,12578.17,186,689.9,Self-employed,Married,No
C100697,49,Male,62965.69,40593.95,56,655.0,Employed,Single,Yes
C100698,23,Male,35469.89,18141.16,241,730.0,Unemployed,Single,Yes
C100699,25,Female,43007.18,11955.6,305,658.4,Self-employed,Married,Yes
C100700,45,Female,83094.64,16186.24,124,728.3,Self-employed,Married,No
C100701,50,Female,71758.36,42466.91,147,763.3,Self-employed,Married,No
C100702,29,Female,82984.06,16579.6,44,639.3,Self-employed,Single,No
C100703,29,Female,91194.54,17026.8,214,824.3,Employed,Married,Yes
C100704,27,Female,44543.23,16009.07,160,637.2,Student,Married,Yes
C100705,48,Male,89979.43,31459.92,310,637.7,Employed,Married,Yes
C100706,21,Male,30689.89,12255.02,327,712.4,Employed,Married,No
C100707,48,Male,74922.01,12625.32,281,706.5,Employed,Married,Yes
C100708,43,Male,50133.25,18613.67,85,684.3,Employed,Single,Yes
C100709,43,Male,41394.0,7600.7,80,729.1,Employed,Married,No
C100710,53,Male,72289.4,21632.06,181,695.2,Employed,Single,Yes
C100711,46,Female,78899.03,24238.12,227,803.9,Employed,Married,No
C100712,55,Female,78305.37,22827.04,23,676.8,Employed,Married,Yes
C100713,57,Female,64297.2,32930.79,184,628.7,Employed,Single,No
C100714,65,Male,62639.15,4423.21,42,646.9,Employed,Single,Yes
C100715,59,Female,70537.33,18104.19,102,708.3,Unemployed,Married,Yes
C100716,45,Male,66075.28,3744.72,136,709.2,Self-employed,Married,No
C100717,44,Male,70827.12,31223.83,26,692.4,Unemployed,Single,Yes
C100718,32,Male,64079.99,39090.08,103,629.0,Employed,Single,Yes
C100719,49,Male,76855.68,31551.5,231,746.5,Student,Single,No
C100720,27,Male,27455.84,11467.06,359,796.2,Self-employed,Single,Yes
C100721,65,Female,57374.53,33079.69,283,681.8,Employed,Married,Yes
C100722,61,Female,32323.07,12687.08,118,788.6,Employed,Single,Yes
C100723,26,Female,65534.04,10032.35,339,732.0,Employed,Single,Yes
C100724,58,Male,92838.6,31100.7,165,813.1,Self-employed,Single,No
C100725,26,Female,50518.3,13657.48,135,708.4,Self-employed,Single,Yes
C100726,55,Female,62545.04,17865.7,306,688.2,Self-employed,Single,No
C100727,25,Male,75129.73,27393.28,150,730.5,Student,Divorced,No
C100728,44,Female,18645.54,5030.83,269,654.0,Unemployed,Married,No
C100729,52,Male,49557.79,18208.0,68,704.4,Employed,Married,Yes
C100730,55,Male,67290.31,14177.34,127,759.8,Employed,Single,Yes
C100731,41,Male,15000.0,1000.0,354,729.2,Employed,Divorced,No
C100732,65,Male,40463.83,17077.63,96,678.1,Employed,Married,Yes
C100733,58,Male,82017.16,42197.27,307,692.0,Employed,Single,No
C100734,30,Male,80059.94,6215.12,174,725.5,Employed,Married,No
C100735,53,Male,67486.36,12852.57,345,723.5,Self-employed,Single,Yes
C100736,56,Female,77643.95,9585.55,156,725.0,Employed,Divorced,Yes
C100737,37,Male,64302.08,7695.24,184,700.4,Self-employed,Single,Yes
C100738,56,Male,71107.9,9076.33,149,630.5,Self-employed,Married,Yes
C100739,64,Male,53686.93,14517.47,85,640.1,Employed,Divorced,No
C100740,60,Female,62316.25,34403.16,305,707.7,Employed,Married,Yes
C100741,57,Female,47352.59,25499.85,211,729.9,Employed,Married,Yes
C100742,51,Female,85269.67,45806.38,187,722.1,Self-employed,Single,Yes
C100743,33,Male,90431.19,34937.85,141,639.5,Self-employed,Married,Yes
C100744,59,Male,87598.26,43653.24,280,670.9,Employed,Single,Yes
C100745,38,Female,51837.82,27028.32,133,609.5,Unemployed,Single,No
C100746,46,Male,40924.52,24959.5,94,596.5,Self-employed,Married,Yes
C100747,36,Female,85539.47,39411.01,40,684.9,Employed,Married,Yes
C100748,36,Female,70878.14,31875.3,315,761.5,Unemployed,Married,No
C100749,28,Male,66571.69,30812.22,37,686.0,Employed,Single,Yes
C100750,67,Female,47327.36,15476.59,306,794.5,Employed,Single,Yes
C100751,28,Female,68513.28,11397.94,143,670.2,Self-employed,Single,Yes
C100752,25,Male,38294.44,6548.74,12,681.9,Employed,Married,Yes
C100753,65,Male,72681.25,21811.42,334,620.5,Self-employed,Single,Yes
C100754,47,Male,87577.73,14066.79,269,659.2,Unemployed,Single,Yes
C100755,42,Female,92620.91,18566.28,263,608.6,Employed,Divorced,Yes
C100756,56,Male,74170.48,5121.89,202,587.3,Unemployed,Divorced,Yes
C100757,39,Male,32359.57,4823.92,276,609.6,Employed,Married,Yes
C100758,27,Female,63946.6,36722.71,58,685.1,Employed,Single,Yes
C100759,56,Male,102793.63,27429.86,93,635.8,Employed,Married,Yes
C100760,29,Male,42627.77,6755.9,201,650.0,Self-employed,Married,Yes
C100761,47,Female,58816.37,22833.41,267,704.6,Self-employed,Single,Yes
C100762,66,Male,88270.49,17526.63,216,587.1,Employed,Divorced,Yes
C100763,65,Male,72342.68,37678.49,153,684.9,Employed,Single,Yes
C100764,38,Male,109603.13,46596.71,245,730.9,Student,Single,Yes
C100765,58,Male,45342.61,8112.88,32,736.1,Unemployed,Married,Yes
C100766,50,Male,40204.88,16904.33,188,711.0,Employed,Married,Yes
C100767,44,Female,84482.51,11828.25,149,676.9,Employed,Married,Yes
C100768,27,Female,36082.43,20814.19,185,642.6,Employed,Single,Yes
C100769,39,Male,56064.64,28592.09,57,675.1,Employed,Married,Yes
C100770,52,Female,58687.07,32028.47,326,779.2,Employed,Married,Yes
C100771,68,Female,80719.79,13815.96,309,696.4,Self-employed,Married,Yes
C100772,21,Female,72285.36,28981.48,340,673.6,Unemployed,Single,Yes
C100773,55,Female,69141.3,32347.21,304,713.8,Employed,Married,Yes
C100774,61,Female,51951.38,33265.32,243,683.0,Self-employed,Married,Yes
C100775,66,Female,84300.08,18851.7,112,693.5,Employed,Single,Yes
C100776,41,Male,140516.48,51677.06,51,665.2,Self-employed,Married,Yes
C100777,26,Male,73825.64,21816.4,224,655.1,Employed,Married,Yes
C100778,34,Male,61993.44,15938.25,341,739.8,Employed,Married,Yes
C100779,61,Male,34042.74,20338.05,138,563.0,Employed,Single,Yes
C100780,63,Female,47250.37,21992.84,357,708.7,Employed,Single,No
C100781,51,Male,55725.8,13461.34,65,651.4,Unemployed,Married,Yes
C100782,26,Male,49308.0,26500.29,110,565.7,Employed,Single,No
C100783,26,Male,59678.44,21643.09,237,621.5,Employed,Single,Yes
C100784,43,Male,95560.32,57081.12,183,677.8,Employed,Single,Yes
C100785,49,Female,84943.34,42638.56,276,686.1,Unemployed,Single,Yes
C100786,22,Female,56823.35,32634.63,132,724.4,Unemployed,Married,Yes
C100787,53,Male,35834.4,16041.94,281,728.5,Self-employed,Divorced,Yes
C100788,47,Male,86747.35,9136.21,116,587.2,Self-employed,Single,Yes
C100789,21,Male,59018.91,8911.72,63,702.7,Self-employed,Single,Yes
C100790,25,Male,25469.99,12122.11,209,723.7,Employed,Single,Yes
C100791,42,Female,74248.6,10787.51,190,693.1,Self-employed,Married,Yes
C100792,55,Female,80513.73,23372.65,209,710.1,Employed,Married,Yes
C100793,60,Male,15000.0,4957.9,20,564.0,Unemployed,Married,Yes
C100794,41,Male,43508.91,12290.75,155,620.6,Student,Married,Yes
C100795,35,Female,57790.92,11788.58,43,762.0,Employed,Single,Yes
C100796,67,Female,74690.22,28362.21,292,663.2,Employed,Single,Yes
C100797,43,Male,49685.07,14552.1,40,813.4,Employed,Married,No
C100798,36,Male,43357.16,18737.33,336,603.3,Student,Single,Yes
C100799,42,Male,74543.38,10727.22,31,773.8,Employed,Single,Yes
C100800,21,Female,50633.55,13562.26,224,643.4,Self-employed,Single,Yes
C100801,35,Male,70841.09,14270.72,128,731.7,Employed,Married,Yes
C100802,45,Male,37769.69,17782.44,50,662.3,Employed,Married,Yes
C100803,65,Female,32953.34,8182.69,136,686.9,Employed,Married,Yes
C100804,56,Female,75105.38,10875.62,25,715.7,Self-employed,Single,Yes
C100805,58,Male,65050.4,28094.75,254,643.2,Employed,Divorced,No
C100806,47,Male,78449.11,15458.78,315,728.1,Self-employed,Married,Yes
C100807,26,Male,49348.14,27275.2,126,664.0,Unemployed,Married,Yes
C100808,39,Female,44097.89,11093.46,164,690.7,Self-employed,Married,No
C100809,68,Male,87214.38,16646.24,60,521.3,Employed,Married,Yes
C100810,23,Female,29540.82,3013.9,179,659.8,Employed,Married,Yes
C100811,63,Female,85029.21,43903.43,341,755.8,Employed,Single,Yes
C100812,53,Male,86410.09,23545.92,199,721.7,Employed,Single,No
C100813,34,Female,77201.79,19936.41,316,733.2,Employed,Divorced,No
C100814,58,Male,46243.85,20070.16,283,683.2,Employed,Married,Yes
C100815,61,Male,43669.52,9637.63,55,780.6,Student,Married,Yes
C100816,23,Female,55798.88,29885.45,30,697.3,Employed,Married,Yes
C100817,26,Male,34099.21,22248.9,138,640.4,Employed,Single,Yes
C100818,52,Male,40766.12,11270.77,339,731.3,Employed,Married,No
C100819,68,Male,72894.69,23503.06,70,735.4,Employed,Single,Yes
C100820,22,Male,72986.98,20839.72,27,717.8,Employed,Single,Yes
C100821,52,Male,39008.5,23374.8,345,655.8,Student,Married,Yes
C100822,27,Female,73522.44,19986.7,80,696.9,Employed,Married,No
C100823,52,Female,69086.07,13450.71,135,763.6,Employed,Married,No
C100824,50,Female,90197.73,54639.1,283,708.7,Employed,Single,Yes
C100825,25,Female,71382.73,46172.25,46,591.3,Employed,Married,Yes
C100826,53,Male,81171.62,23795.04,71,642.3,Employed,Married,Yes
C100827,64,Female,69541.55,17424.49,264,639.5,Self-employed,Married,No
C100828,62,Male,79598.58,34414.18,14,634.7,Employed,Single,Yes
C100829,22,Male,34257.66,18497.91,259,553.3,Employed,Single,Yes
C100830,32,Female,57565.11,20396.59,200,793.4,Employed,Married,No
C100831,32,Male,59220.34,17530.39,95,627.4,Self-employed,Single,Yes
C100832,42,Male,55125.0,10444.11,225,631.8,Employed,Married,Yes
C100833,27,Male,68877.73,19326.02,123,563.5,Employed,Single,Yes
C100834,62,Male,72687.59,9331.88,342,732.0,Employed,Married,No
C100835,58,Male,67845.14,32767.32,156,674.5,Employed,Married,Yes
C100836,59,Male,56461.12,13733.23,272,658.9,Employed,Married,Yes
C100837,30,Female,45285.4,9352.73,105,662.1,Employed,Married,No
C100838,21,Male,81943.72,41565.15,302,715.3,Employed,Single,Yes
C100839,64,Male,66994.66,16412.0,112,651.2,Employed,Single,Yes
C100840,34,Male,39627.72,10262.34,188,560.7,Self-employed,Married,Yes
C100841,52,Female,56126.25,35368.29,290,602.5,Employed,Married,Yes
C100842,64,Male,25134.01,4612.64,334,599.4,Employed,Married,Yes
C100843,22,Male,60707.41,32579.19,273,696.5,Employed,Single,Yes
C100844,21,Male,56032.4,11327.6,244,735.8,Employed,Single,Yes
C100845,21,Female,48510.66,15872.87,253,767.9,Employed,Married,Yes
C100846,28,Female,91692.0,40589.78,153,581.9,Employed,Married,Yes
C100847,23,Female,36876.92,12656.4,250,717.2,Employed,Single,Yes
C100848,60,Female,74127.86,18598.68,211,643.1,Employed,Married,Yes
C100849,50,Male,103734.16,20724.38,193,850.0,Employed,Single,No
C100850,68,Male,81545.36,28121.37,121,763.0,Employed,Single,Yes
C100851,59,Male,59369.22,7443.29,134,782.1,Employed,Divorced,No
C100852,67,Male,37318.63,23010.23,54,728.1,Employed,Married,Yes
C100853,32,Male,32758.76,11713.58,262,702.9,Employed,Single,No
C100854,34,Male,51768.97,23329.17,19,655.8,Employed,Married,Yes
C100855,61,Male,46259.99,1667.38,52,644.0,Employed,Divorced,No
C100856,32,Female,45609.06,12707.01,113,632.0,Student,Married,Yes
C100857,23,Male,53473.73,22702.5,61,717.1,Employed,Married,Yes
C100858,53,Female,57955.06,12469.78,272,773.6,Employed,Divorced,Yes
C100859,59,Female,69704.24,31507.87,55,658.6,Self-employed,Single,Yes
C100860,67,Male,35244.08,4540.25,170,636.7,Employed,Married,Yes
C100861,65,Male,46355.12,9044.69,266,591.0,Employed,Single,Yes
C100862,26,Female,56806.56,25716.74,216,694.7,Self-employed,Single,Yes
C100863,58,Female,56090.3,10276.38,217,753.8,Employed,Single,Yes
C100864,61,Male,96728.47,23473.54,131,756.8,Employed,Single,Yes
C100865,54,Male,64644.93,32345.01,168,762.7,Employed,Married,Yes
C100866,60,Female,27728.2,12270.02,278,704.9,Employed,Married,Yes
C100867,61,Female,68363.63,7415.44,177,685.4,Employed,Single,Yes
C100868,42,Male,70913.27,10012.38,255,756.9,Self-employed,Married,Yes
C100869,22,Male,57497.44,22984.42,299,613.4,Employed,Married,No
C100870,42,Female,35732.07,16235.08,97,653.5,Employed,Single,Yes
C100871,30,Male,95161.09,25410.17,54,782.7,Self-employed,Married,Yes
C100872,26,Female,38602.32,10520.07,173,615.5,Student,Single,Yes
C100873,26,Male,73215.44,32506.55,145,677.9,Employed,Single,Yes
C100874,54,Male,64001.01,37476.42,64,717.9,Employed,Married,Yes
C100875,45,Male,72016.21,19699.75,276,685.0,Unemployed,Divorced,Yes
C100876,46,Male,94137.16,18635.16,229,749.0,Self-employed,Single,No
C100877,56,Female,71232.78,16002.67,240,771.5,Self-employed,Single,Yes
C100878,47,Male,48826.72,12692.12,258,708.8,Unemployed,Married,Yes
C100879,51,Female,82119.85,26716.02,163,763.4,Unemployed,Married,Yes
C100880,25,Male,47378.01,25640.78,189,624.3,Employed,Divorced,Yes
C100881,61,Female,63271.16,20742.58,90,670.5,Employed,Married,Yes
C100882,42,Female,34138.33,1007.39,266,824.3,Employed,Married,No
C100883,28,Female,39334.38,13956.93,341,796.6,Unemployed,Married,Yes
C100884,60,Male,61027.73,36783.35,316,603.4,Employed,Single,Yes
C100885,56,Female,67361.73,14880.39,153,679.2,Employed,Married,Yes
C100886,23,Male,25952.19,7543.5,29,688.2,Employed,Single,No
C100887,30,Female,69945.75,35008.58,317,705.0,Student,Married,No
C100888,21,Male,43611.42,14313.99,212,756.4,Employed,Single,Yes
C100889,33,Male,85593.76,36505.73,282,790.3,Self-employed,Single,No
C100890,25,Male,52960.71,20303.86,116,682.2,Employed,Divorced,Yes
C100891,55,Female,37527.55,10959.51,311,747.3,Employed,Divorced,Yes
C100892,46,Female,61516.09,19075.65,303,718.9,Employed,Married,Yes
C100893,68,Male,41675.3,8178.07,17,678.7,Employed,Married,Yes
C100894,56,Female,85378.9,38113.37,208,578.1,Self-employed,Divorced,Yes
C100895,50,Female,60010.6,31321.57,178,741.1,Employed,Single,No
C100896,45,Male,56966.47,16836.8,240,716.3,Self-employed,Married,Yes
C100897,23,Male,71836.02,27394.42,102,703.4,Self-employed,Single,Yes
C100898,24,Female,39901.05,9707.56,46,621.1,Employed,Married,Yes
C100899,50,Female,34216.93,8486.27,107,797.5,Employed,Single,Yes
C100900,21,Male,68167.03,31571.65,194,689.1,Employed,Married,Yes
C100901,23,Female,38006.59,10049.56,105,611.5,Employed,Single,Yes
C100902,31,Male,37999.8,25642.85,173,601.9,Employed,Married,Yes
C100903,63,Female,76735.12,20208.85,147,720.6,Employed,Married,Yes
C100904,43,Female,70501.28,34519.37,253,722.4,Student,Single,Yes
C100905,55,Female,34923.41,11462.53,154,652.2,Unemployed,Divorced,Yes
C100906,40,Male,47617.28,14949.82,62,707.8,Self-employed,Single,Yes
C100907,29,Male,41925.37,21767.09,232,720.1,Employed,Married,Yes
C100908,38,Male,95526.39,38409.61,86,688.4,Employed,Married,Yes
C100909,25,Male,78120.21,10609.89,116,637.9,Self-employed,Single,Yes
C100910,57,Female,51583.1,31633.18,257,737.7,Employed,Married,No
C100911,29,Male,71523.89,24868.18,106,730.3,Unemployed,Married,No
C100912,39,Male,32876.28,6681.3,33,714.1,Self-employed,Married,Yes
C100913,68,Male,46547.08,16112.93,137,630.0,Self-employed,Married,Yes
C100914,49,Male,62097.27,23305.52,147,600.1,Employed,Single,Yes
C100915,43,Male,69044.61,27978.08,250,684.6,Self-employed,Single,Yes
C100916,47,Female,58050.82,32152.8,258,735.8,Employed,Single,Yes
C100917,58,Female,64960.27,25981.65,12,742.4,Employed,Divorced,Yes
C100918,33,Male,61566.73,15205.36,275,715.1,Employed,Single,Yes
C100919,51,Female,56728.45,14974.81,271,653.0,Employed,Single,Yes
C100920,62,Female,54077.09,10829.46,72,631.7,Employed,Single,Yes
C100921,48,Male,51474.7,26448.16,129,679.0,Employed,Married,Yes
C100922,42,Female,64638.75,6814.79,278,679.6,Employed,Married,Yes
C100923,27,Male,68216.31,29981.59,212,746.4,Self-employed,Single,No
C100924,32,Male,63967.18,31065.0,130,651.2,Self-employed,Married,Yes
C100925,66,Male,36428.06,17870.11,277,656.2,Self-employed,Divorced,Yes
C100926,46,Male,40021.44,9993.98,231,803.3,Employed,Married,Yes
C100927,35,Female,67977.64,10942.6,189,773.1,Self-employed,Married,Yes
C100928,41,Female,89433.47,49526.72,14,627.0,Employed,Single,Yes
C100929,48,Female,63048.31,22420.64,237,768.1,Employed,Single,Yes
C100930,46,Female,51766.63,21160.87,74,612.7,Employed,Single,No
C100931,54,Female,64486.81,35477.74,332,654.0,Employed,Married,Yes
C100932,33,Female,37263.57,20244.52,77,660.8,Employed,Single,Yes
C100933,52,Male,86178.86,23464.01,22,675.3,Employed,Married,Yes
C100934,42,Male,63731.88,40051.44,142,717.2,Student,Married,Yes
C100935,66,Female,46610.86,7095.5,133,686.4,Employed,Married,Yes
C100936,28,Male,56664.09,33755.42,134,716.9,Employed,Single,Yes
C100937,28,Male,49459.28,11223.5,334,655.9,Employed,Married,Yes
C100938,43,Male,86233.4,17574.96,107,702.5,Employed,Married,No
C100939,45,Female,55955.2,8628.28,303,684.7,Student,Married,No
C100940,54,Male,63107.31,38098.02,68,596.7,Employed,Divorced,Yes
C100941,40,Male,71474.53,40821.17,226,709.0,Employed,Single,Yes
C100942,64,Male,45184.67,13789.34,57,685.8,Employed,Married,Yes
C100943,43,Male,63874.19,18357.93,91,637.2,Employed,Married,Yes
C100944,27,Female,65488.71,15192.59,63,654.5,Employed,Divorced,Yes
C100945,26,Male,28918.42,5795.5,127,656.0,Employed,Single,No
C100946,67,Female,65053.93,37376.42,172,665.3,Employed,Single,Yes
C100947,27,Female,59084.76,9363.08,310,785.5,Employed,Single,Yes
C100948,66,Male,62599.33,38680.39,275,805.4,Self-employed,Married,Yes
C100949,34,Female,60712.59,39023.71,254,516.4,Employed,Single,Yes
C100950,25,Female,65183.4,9510.24,182,709.3,Employed,Single,No
C100951,35,Female,86746.86,28501.21,111,737.3,Unemployed,Divorced,Yes
C100952,50,Male,36409.85,27020.81,115,667.0,Employed,Single,Yes
C100953,41,Male,53156.95,28386.58,58,735.7,Employed,Single,Yes
C100954,58,Female,73332.37,36235.27,243,779.3,Employed,Married,No
C100955,50,Female,69618.52,5456.71,283,597.7,Employed,Single,Yes
C100956,40,Female,69188.11,10449.84,202,688.0,Employed,Married,Yes
C100957,51,Female,115071.54,53900.74,212,797.4,Employed,Single,Yes
C100958,67,Male,72282.71,21024.72,141,605.7,Employed,Married,Yes
C100959,40,Female,82618.76,33930.61,347,673.1,Self-employed,Single,No
C100960,28,Male,53858.56,22658.52,320,653.1,Employed,Married,Yes
C100961,40,Female,40141.75,11578.41,153,743.1,Self-employed,Single,Yes
C100962,61,Male,53713.65,2341.97,274,751.5,Employed,Single,No
C100963,31,Male,74239.2,18298.16,133,689.7,Employed,Divorced,No
C100964,66,Female,68136.56,38836.02,55,681.9,Employed,Married,Yes
C100965,49,Female,68065.03,19117.18,113,576.9,Employed,Married,Yes
C100966,49,Female,55713.11,4093.95,302,765.4,Self-employed,Divorced,No
C100967,36,Male,52523.95,32084.7,179,658.8,Employed,Single,Yes
C100968,65,Male,56402.86,22201.71,313,671.5,Employed,Married,Yes
C100969,22,Female,74489.51,29758.92,124,738.3,Employed,Divorced,Yes
C100970,35,Male,76814.55,39178.29,172,691.9,Employed,Married,No
C100971,41,Male,39875.17,11209.7,37,740.2,Self-employed,Single,Yes
C100972,43,Female,75246.85,44314.92,283,716.2,Self-employed,Married,Yes
C100973,43,Male,46985.58,32523.93,120,692.2,Employed,Single,Yes
C100974,28,Female,69378.43,14393.32,43,698.6,Self-employed,Single,No
C100975,31,Male,56160.69,16714.9,88,612.6,Unemployed,Married,Yes
C100976,25,Female,91315.77,24065.52,243,671.1,Employed,Single,Yes
C100977,48,Female,51638.51,19300.3,295,745.0,Employed,Single,Yes
C100978,37,Female,63572.24,21896.33,344,626.1,Self-employed,Single,Yes
C100979,48,Female,72131.86,24254.55,93,637.1,Self-employed,Single,Yes
C100980,49,Male,42520.82,27064.63,217,627.2,Employed,Married,Yes
C100981,54,Female,58542.86,18652.45,171,689.2,Employed,Married,No
C100982,47,Female,54668.3,26195.9,260,764.2,Unemployed,Married,Yes
C100983,52,Female,49723.73,24066.15,246,712.8,Self-employed,Married,Yes
C100984,49,Female,51205.54,15968.49,36,549.4,Employed,Single,Yes
C100985,52,Female,82240.29,9688.72,63,718.9,Self-employed,Single,Yes
C100986,50,Female,48028.99,16050.79,217,653.5,Employed,Divorced,Yes
C100987,36,Female,71328.16,31012.54,196,710.6,Employed,Single,Yes
C100988,32,Male,66291.9,11456.78,320,671.0,Unemployed,Single,Yes
C100989,58,Male,32060.4,18351.33,306,628.4,Employed,Divorced,Yes
C100990,37,Female,70383.39,20036.88,32,675.7,Employed,Single,Yes
C100991,47,Male,31729.74,7739.85,215,653.5,Unemployed,Married,Yes
C100992,30,Female,72561.84,33314.78,153,698.5,Employed,Single,Yes
C100993,41,Female,49856.17,12806.88,179,626.8,Employed,Married,Yes
C100994,46,Male,60167.35,29169.66,34,612.5,Employed,Single,Yes
C100995,51,Female,34114.4,12989.08,303,723.9,Employed,Married,Yes
C100996,46,Female,62447.65,3795.81,69,746.5,Employed,Married,No
C100997,38,Female,78539.01,22418.73,341,714.8,Employed,Married,No
C100998,67,Male,43860.69,4438.83,336,641.1,Self-employed,Single,Yes
C100999,45,Female,47856.66,5673.74,297,635.6,Employed,Single,Yes
C101000,59,Male,69092.42,31548.65,52,639.1,Unemployed,Married,Yes
C101001,56,Female,69592.37,3017.41,154,733.4,Employed,Divorced,Yes
C101002,47,Male,15000.0,9705.08,20,630.5,Employed,Single,Yes
C101003,63,Female,100308.13,29938.51,224,733.0,Self-employed,Single,Yes
C101004,27,Female,70571.07,16005.96,312,718.2,Employed,Married,Yes
C101005,65,Female,73938.37,42086.59,195,754.3,Self-employed,Married,Yes
C101006,61,Male,57129.19,16801.53,20,743.8,Employed,Divorced,Yes
C101007,45,Female,22892.93,11843.68,117,712.6,Employed,Married,Yes
C101008,56,Female,73494.44,30825.0,71,591.9,Employed,Single,Yes
C101009,45,Male,48696.24,24927.75,163,716.6,Employed,Married,Yes
C101010,33,Female,70878.63,10169.78,141,686.9,Self-employed,Married,Yes
C101011,59,Female,55623.98,9901.76,300,657.6,Employed,Single,Yes
C101012,32,Female,64760.79,40286.16,88,761.7,Employed,Married,Yes
C101013,36,Female,44500.07,1000.0,116,670.9,Employed,Single,Yes
C101014,45,Female,77287.78,35858.91,94,648.2,Employed,Single,Yes
C101015,61,Female,36232.42,9459.65,321,747.4,Self-employed,Married,Yes
C101016,39,Female,104911.39,38451.62,114,655.7,Employed,Single,Yes
C101017,44,Male,104758.97,51312.64,357,645.2,Student,Married,Yes
C101018,22,Male,92653.99,54187.51,243,612.4,Employed,Single,Yes
C101019,26,Female,85509.58,12058.01,118,630.8,Self-employed,Single,Yes
C101020,23,Male,58309.03,25907.47,218,635.9,Unemployed,Married,Yes
C101021,24,Female,83330.93,35877.57,54,717.3,Self-employed,Single,Yes
C101022,62,Male,58076.47,12262.19,326,618.9,Self-employed,Married,Yes
C101023,61,Male,28929.65,15700.14,345,568.5,Employed,Single,Yes
C101024,60,Male,90064.03,24954.52,114,698.2,Employed,Married,No
C101025,23,Male,82576.49,13617.74,71,642.0,Self-employed,Divorced,Yes
C101026,24,Male,59373.22,35346.03,161,679.0,Self-employed,Single,No
C101027,34,Male,35496.31,15765.92,280,756.9,Employed,Single,No
C101028,48,Female,48275.99,6209.34,230,684.3,Unemployed,Married,No
C101029,37,Male,23577.09,9442.03,25,770.6,Employed,Single,Yes
C101030,44,Male,78901.62,22388.45,14,675.9,Employed,Single,Yes
C101031,29,Male,27933.82,1273.69,93,740.4,Employed,Married,Yes
C101032,56,Male,65736.62,13700.17,274,647.2,Unemployed,Single,Yes
C101033,36,Male,43126.13,19654.79,102,686.5,Unemployed,Married,Yes
C101034,24,Female,31465.93,5395.8,323,624.0,Unemployed,Single,Yes
C101035,56,Female,64767.1,11518.73,115,631.1,Employed,Married,No
C101036,64,Male,53324.01,22379.44,322,666.5,Employed,Married,Yes
C101037,21,Female,76763.78,26239.4,331,600.3,Employed,Married,Yes
C101038,41,Male,34647.89,6850.34,265,689.6,Employed,Married,Yes
C101039,60,Male,44853.71,12199.25,73,661.8,Employed,Single,Yes
C101040,54,Female,15000.0,6475.11,37,694.1,Employed,Single,Yes
C101041,62,Male,16313.07,7444.57,72,601.2,Self-employed,Married,Yes
C101042,40,Female,95963.85,45467.92,232,722.1,Self-employed,Married,Yes
C101043,38,Male,101671.96,19510.64,252,781.9,Employed,Married,No
C101044,55,Male,61854.52,20702.15,354,769.2,Self-employed,Married,Yes
C101045,28,Male,43523.42,21725.0,343,794.2,Employed,Married,No
C101046,32,Male,54031.02,11208.9,119,682.5,Employed,Married,No
C101047,49,Female,77471.48,12752.92,147,658.9,Unemployed,Married,Yes
C101048,53,Male,49712.22,15174.05,280,709.3,Student,Single,No
C101049,26,Female,64752.68,19727.65,281,665.7,Employed,Single,No
C101050,45,Female,59744.88,9461.34,121,575.6,Employed,Single,Yes
C101051,38,Female,48623.75,28434.3,22,729.2,Employed,Single,Yes
C101052,45,Male,49476.15,17451.05,45,665.9,Employed,Married,No
C101053,67,Male,65866.42,27687.64,298,592.0,Employed,Single,Yes
C101054,24,Male,40462.24,1373.86,133,649.5,Employed,Married,Yes
C101055,68,Female,69034.59,25186.02,263,667.3,Unemployed,Divorced,Yes
C101056,42,Male,50568.42,15000.2,290,680.7,Employed,Divorced,Yes
C101057,58,Female,62547.35,35498.24,324,681.4,Unemployed,Married,Yes
C101058,41,Female,87679.25,24140.82,183,762.1,Self-employed,Married,Yes
C101059,35,Male,56636.16,26321.39,233,602.7,Self-employed,Single,Yes
C101060,57,Female,78396.09,16180.07,80,670.9,Employed,Married,No
C101061,54,Male,24159.34,8199.63,339,627.3,Employed,Married,No
C101062,27,Female,50592.74,25135.95,319,755.4,Employed,Divorced,No
C101063,54,Male,60553.77,27254.31,147,646.3,Employed,Married,Yes
C101064,57,Female,98466.61,46297.04,139,659.4,Employed,Single,Yes
C101065,39,Female,20800.96,11641.44,266,743.0,Employed,Married,Yes
C101066,65,Female,58075.8,31774.13,156,759.5,Employed,Married,Yes
C101067,51,Male,89133.78,12082.48,264,768.4,Employed,Single,No
C101068,37,Female,44299.59,7393.11,43,581.4,Employed,Married,Yes
C101069,21,Male,55743.22,18632.61,105,709.0,Self-employed,Married,Yes
C101070,53,Female,66634.78,40573.31,283,696.2,Self-employed,Married,No
C101071,31,Male,63690.17,23837.08,332,676.9,Employed,Divorced,Yes
C101072,57,Male,91315.41,25213.8,21,684.0,Employed,Married,Yes
C101073,46,Male,68969.48,29213.38,283,757.1,Unemployed,Married,Yes
C101074,43,Male,86555.46,9737.51,36,742.3,Employed,Single,Yes
